university,label,label_name,definition,related_text,context_file,gold,annotator_note
University of Ottawa,interim_without_documentation,Interim accommodation without full documentation,Temporary support available before or without formal diagnosis paperwork.,"Vision Loss or Impairment: Academic Accommodations Documentation of Vision or Hearing Impairment (PDF), CNIB Vision Assessment, CNIB Card (for interim academic accommodations of one term) | Interim accommodations for temporary issues (e.g., concussion) | Physical Disability: Occupational Therapist or Physical Therapy Assessment in conjunction with the Academic Accommodations medical certificate that is completed by a family physician or specialized physician, Academic Accommodations Documentation of Physical or Chronic Condition (PDF)",context/University_of_Ottawa.txt,,
University of Ottawa,speech_to_text,Speech-to-text / dictation,Voice recognition or dictation tools.,"Assistive tech: screen readers, speech-to-text, mind-mapping tools",context/University_of_Ottawa.txt,,
University of Toronto Mississauga,accessible_housing,Accessible housing / residence,"The institution provides, reserves, or assists students in obtaining accessible or adapted residence. Any of provision, priority allocation, or help arranging it counts. Does NOT include mentions of housing that make no reference to accessibility.","Exam accommodations: quiet rooms, alternate formats | Accessible classrooms/buildings | Adjustable classroom furniture",context/University_of_Toronto_Mississauga.txt,,
University of Toronto Mississauga,accessible_parking_transit,Accessible parking or transit,"Accessible parking, campus shuttle or paratransit support. Parking listed among a school's accessible campus facilities counts; a permit scheme need not be named.","Accessible campus: ramps, elevators, automatic doors, accessible parking | Transition support: help with accessibility during university transition | Campus accessibility bursaries listed by SBA (e.g., Allan Angus Rodgers Wheelchair Athletes’ Fund, Anita Garbarino Girard Award)",context/University_of_Toronto_Mississauga.txt,,
University of Toronto Mississauga,counselling_same_day,Same-day or walk-in counselling,"Urgent, drop-in or same-day access to a counsellor.","Same-day counselling | Medical withdrawal or retroactive drop options | Difficulty with stairs, long walking distances",context/University_of_Toronto_Mississauga.txt,,
University of Toronto Mississauga,format_audio,Audio format materials,Course materials in audio form.,"Exam accommodations: quiet rooms, alternate formats | Exam accommodations: extra time, alternate formats",context/University_of_Toronto_Mississauga.txt,,
University of Toronto Mississauga,intake_meeting,Intake meeting required to register,Registration requires an appointment or intake interview.,"Complete Student Intake Form | After you submit a complete Student Intake Package, you will be contacted to schedule an appointment with an accessibility advisor. | The accessibility advisor will review your Student Intake Package and discuss any barriers or difficulties you have been experiencing in your academic progress to develop effective accommodations.",context/University_of_Toronto_Mississauga.txt,,
University of Toronto Scarborough,accessible_parking_transit,Accessible parking or transit,"Accessible parking, campus shuttle or paratransit support. Parking listed among a school's accessible campus facilities counts; a permit scheme need not be named.","Accessible campus: ramps, elevators, automatic doors, accessible parking | Transition support: help with accessibility during university transition | Campus accessibility bursaries listed by SBA (e.g., Allan Angus Rodgers Wheelchair Athletes’ Fund, Anita Garbarino Girard Award)",context/University_of_Toronto_Scarborough.txt,,
University of Toronto Scarborough,asl_interpretation,ASL / sign language interpretation,Sign language interpreters for classes or meetings.,"ASL interpretation | Lecture support: ASL, captioning upon request",context/University_of_Toronto_Scarborough.txt,,
University of Toronto Scarborough,confidentiality,Confidentiality / no diagnosis disclosure,Diagnosis need not be disclosed to instructors; service is confidential.,"Obtain Certificate of Disbility Form from health care practitioner who is familiar with your disability, whose scope of practice includes your disability and who is licensed to make a diagnosis. | Be an Ontario resident who is a Canadian citizen, permanent resident of Canada, or a protected person (international students are not eligible for OSAP) | Have not exceed the lifetime limit of student loan funding",context/University_of_Toronto_Scarborough.txt,,
University of Toronto Scarborough,counselling_individual,Individual counselling,One-to-one counselling or therapy.,"Wellness counselling for Black, Indigenous and/or Persons of Colour (BIPOC) students | Obtain Certificate of Disbility Form from health care practitioner who is familiar with your disability, whose scope of practice includes your disability and who is licensed to make a diagnosis. | Captioned videos and lectures",context/University_of_Toronto_Scarborough.txt,,
University of Toronto Scarborough,format_accessible_digital,Accessible digital formats,"Screen-reader-compatible PDFs, e-text and other digital alternates.","Accessible formats (PDFs, audio) | Exam accommodations: quiet rooms, alternate formats | Alternative transportation access",context/University_of_Toronto_Scarborough.txt,,
University of Toronto Scarborough,transition_program,Transition programme,"Structured support for entering students, including orientation programmes and high-school-to-university transition programmes.",Transition support: help with accessibility during university transition | Be registered in an OSAP approved program | Student Services Hub: Intake location for all disability-related documentation and support coordination,context/University_of_Toronto_Scarborough.txt,,
University of Toronto St.George,accessible_buildings,Physically accessible buildings,"The institution states that campus buildings or facilities are physically accessible -- either as a general claim ('accessible buildings/entrances/classrooms') or by naming features (ramps, elevators, automatic doors, accessible washrooms). Does NOT include wayfinding or navigation help that makes no claim about physical accessibility.","Accessible buildings: ramps, elevators, automatic doors | Campus accessibility bursaries listed by SBA (e.g., Allan Angus Rodgers Wheelchair Athletes’ Fund, Anita Garbarino Girard Award) | Accessible classrooms/buildings",context/University_of_Toronto_St.George.txt,,
University of Toronto St.George,accessible_parking_transit,Accessible parking or transit,"Accessible parking, campus shuttle or paratransit support. Parking listed among a school's accessible campus facilities counts; a permit scheme need not be named.","Accessible parking & transit: on-campus support for mobility needs | Campus accessibility bursaries listed by SBA (e.g., Allan Angus Rodgers Wheelchair Athletes’ Fund, Anita Garbarino Girard Award) | Chronic conditions affecting mobility: such as multiple sclerosis, cerebral palsy, Parkinson’s disease Low vision / partial sight / blindness Hearing loss or Deafness, including needing ASL or captioning support Chronic health issues that may necessitate flexible deadlines or missing classes (e.g., cancer, severe asthma) Short-term impairments like convalescing from surgery, concussion, or orthopedic injuries (e.g., broken arm)Mobility impairments: e.g., wheelchair or scooter users, difficulty climbing stairs Dexterity/functional limitations: challenges with writing or using a keyboard due to arthritis, repetitive strain injuries, broken limbs, etc.",context/University_of_Toronto_St.George.txt,,
University of Toronto St.George,asl_interpretation,ASL / sign language interpretation,Sign language interpreters for classes or meetings.,"Lecture support: note-taking, ASL interpretation, real-time captioning | Lecture support: ASL interpretation, real-time captioning | ASL interpretation",context/University_of_Toronto_St.George.txt,,
University of Toronto St.George,format_audio,Audio format materials,Course materials in audio form.,"Alternative formats: Braille, accessible PDFs, large print | Alternative formats: accessible PDFs, large print",context/University_of_Toronto_St.George.txt,,
University of Toronto St.George,interim_without_documentation,Interim accommodation without full documentation,Temporary support available before or without formal diagnosis paperwork.,"Obtain Certificate of Disbility Form from health care practitioner who is familiar with your disability, whose scope of practice includes your disability and who is licensed to make a diagnosis. | Student Services Hub: Intake location for all disability-related documentation and support coordination | Upload documentations at the end of the form.",context/University_of_Toronto_St.George.txt,,
University of Toronto St.George,lecture_recording,Lecture recording,Permission or equipment to record lectures.,"Chronic conditions affecting mobility: such as multiple sclerosis, cerebral palsy, Parkinson’s disease Low vision / partial sight / blindness Hearing loss or Deafness, including needing ASL or captioning support Chronic health issues that may necessitate flexible deadlines or missing classes (e.g., cancer, severe asthma) Short-term impairments like convalescing from surgery, concussion, or orthopedic injuries (e.g., broken arm)Mobility impairments: e.g., wheelchair or scooter users, difficulty climbing stairs Dexterity/functional limitations: challenges with writing or using a keyboard due to arthritis, repetitive strain injuries, broken limbs, etc. | Chronic conditions affecting mobility: such as multiple sclerosis, cerebral palsy, Parkinson’s disease Low vision / partial sight / blindness Hearing loss or Deafness, including needing ASL or captioning support Chronic health issues that may necessitate flexible deadlines or missing classes (e.g., cancer, severe asthma) Short-term impairments like convalescing from surgery, concussion, or orthopedic injuries (e.g., broken arm) | Rest breaks during class or exams",context/University_of_Toronto_St.George.txt,,
University of Toronto St.George,per_term_renewal,Per-term reactivation required,Accommodations must be renewed or activated each term.,"Activate UTORid and Uoft email | The accessibility advisor will review your Student Intake Package and discuss any barriers or difficulties you have been experiencing in your academic progress to develop effective accommodations. | Be an Ontario resident who is a Canadian citizen, permanent resident of Canada, or a protected person (international students are not eligible for OSAP)",context/University_of_Toronto_St.George.txt,,
University of Toronto St.George,realtime_captioning,Real-time captioning,Live captioning or CART transcription of spoken content.,"Real-time captioning (CART) | Lecture support: note-taking, ASL interpretation, real-time captioning | Lecture support: ASL interpretation, real-time captioning",context/University_of_Toronto_St.George.txt,,
University of Toronto St.George,speech_to_text,Speech-to-text / dictation,Voice recognition or dictation tools.,"Assistive technology: screen readers, voice-to-text, ergonomic tools",context/University_of_Toronto_St.George.txt,,
University of Toronto St.George,transition_program,Transition programme,"Structured support for entering students, including orientation programmes and high-school-to-university transition programmes.",Transition programs: support for high school to university shift | Accessible parking & transit: on-campus support for mobility needs | Be registered in an OSAP approved program,context/University_of_Toronto_St.George.txt,,
University of Waterloo,accessible_buildings,Physically accessible buildings,"The institution states that campus buildings or facilities are physically accessible -- either as a general claim ('accessible buildings/entrances/classrooms') or by naming features (ramps, elevators, automatic doors, accessible washrooms). Does NOT include wayfinding or navigation help that makes no claim about physical accessibility.","Accessible entrances, buildings, and classrooms | Examples: Wheelchair or scooter users; difficulty walking long distances or navigating stairs; conditions like limb loss or muscular dystrophy | Complete the AccessAbility Services' online application to begin the registration process (this will take approximately 5-10 minutes to complete). If you have a University of Waterloo Verification Form or alternate documentation in your possession, upload it with your application. It's okay if you don’t have documentation. Apply if you believe you need accommodations",context/University_of_Waterloo.txt,,
University of Waterloo,accessible_housing,Accessible housing / residence,"The institution provides, reserves, or assists students in obtaining accessible or adapted residence. Any of provision, priority allocation, or help arranging it counts. Does NOT include mentions of housing that make no reference to accessibility.","Submit documentation via: in-person (Needles Hall North, Room 1401), Sendit, email (access@uwaterloo.ca), fax (519-746-2401) | Accessible entrances, buildings, and classrooms | Modified seating or classroom access",context/University_of_Waterloo.txt,,
University of Waterloo,counselling_group,Group counselling or workshops,"Group therapy, support groups or wellbeing workshops.",Academic strategy and tech workshops | Single session counselling | Brief counselling,context/University_of_Waterloo.txt,,
University of Waterloo,deadline_extension,Assignment deadline extensions,Flexibility on assignment due dates (distinct from exam time).,"Deadline extensions, flexible attendance",context/University_of_Waterloo.txt,,
University of Waterloo,format_braille,Braille materials,Course materials produced in Braille.,(nothing lexically related -- check the context file),context/University_of_Waterloo.txt,,
University of Waterloo,format_large_print,Large print materials,Enlarged-text versions of course materials.,"Alternate formats (large-print, digital text)",context/University_of_Waterloo.txt,,
University of Waterloo,intake_meeting,Intake meeting required to register,Registration requires an appointment or intake interview.,"Complete the AccessAbility Services' online application to begin the registration process (this will take approximately 5-10 minutes to complete). If you have a University of Waterloo Verification Form or alternate documentation in your possession, upload it with your application. It's okay if you don’t have documentation. Apply if you believe you need accommodations | Monitor your Waterloo email for next steps. We will email you within approximately 14 days (2 weeks) to schedule your registration appointment once we've reviewed your application. Please note that our response time may vary during peak times. Incoming students: you will begin to receive emails from us in mid-June when your Waterloo email is active. | Physical and/or Mobility Disability: Physical and/or Mobility Disability Verification Form",context/University_of_Waterloo.txt,,
University of Waterloo,lecture_recording,Lecture recording,Permission or equipment to record lectures.,"Accessible entrances, buildings, and classrooms | Modified seating or classroom access | Rest breaks during classes or exams",context/University_of_Waterloo.txt,,
University of Waterloo,realtime_captioning,Real-time captioning,Live captioning or CART transcription of spoken content.,"Captioning (real-time or human-transcribed) | Monitor your Waterloo email for next steps. We will email you within approximately 14 days (2 weeks) to schedule your registration appointment once we've reviewed your application. Please note that our response time may vary during peak times. Incoming students: you will begin to receive emails from us in mid-June when your Waterloo email is active. | have Ontario residency, that is, have lived in Ontario for at least 12 consecutive months without attending full-time postsecondary school.",context/University_of_Waterloo.txt,,
University of Windsor,bursaries_scholarships,Disability bursaries or scholarships,"Institution-specific bursaries, awards or scholarships for disabled students.",(nothing lexically related -- check the context file),context/University_of_Windsor.txt,,
University of Windsor,exam_private_room,Private or quiet exam room,"Writing in a separate, private, individual or reduced-distraction space.","Exam accommodations: extra time, breaks, quiet/private rooms, readers/scribes | Exam accommodations: extra time, breaks, quiet/private rooms | Individual therapy",context/University_of_Windsor.txt,,
University of Windsor,format_braille,Braille materials,Course materials produced in Braille.,"Alternate formats: audio, large print, Braille, accessible PDFs",context/University_of_Windsor.txt,,
University of Windsor,per_term_renewal,Per-term reactivation required,Accommodations must be renewed or activated each term.,"Once the Intake Form is filled out an advisor will reach out to you to set up an appointment to talk about your needs and how to best support you. These appointments are offered in person or virtually | Lifetime Funding Limit: You must not have exceeded the lifetime limit of student loan funding (typically 340 weeks for most students, 400 weeks for doctoral studies, or up to 520 weeks for students with a permanent disability). | Citizenship/Status: You must be a Canadian citizen, Permanent Resident of Canada, or a Protected Person. International students are not eligible for OSAP.",context/University_of_Windsor.txt,,
University of Windsor,personalized_plan,Personalised accommodation plan,An individualised plan agreed with an advisor.,Personalized accommodation plans via intake meeting | Individual therapy | If you do not have up to date documentation you can check out our Documentation Requirements which will give you an idea of what you need in order to be accommodated.,context/University_of_Windsor.txt,,
Université de l’Ontario français,bursaries_scholarships,Disability bursaries or scholarships,"Institution-specific bursaries, awards or scholarships for disabled students.",(nothing lexically related -- check the context file),context/Université_de_l_Ontario_français.txt,,
Université de l’Ontario français,exam_breaks,Breaks during exams,Scheduled or as-needed rest breaks during an assessment.,(nothing lexically related -- check the context file),context/Université_de_l_Ontario_français.txt,,
Université de l’Ontario français,exam_private_room,Private or quiet exam room,"Writing in a separate, private, individual or reduced-distraction space.","Exam accommodations available (extra time, quiet space) | Physical accommodations such as accessible entries, elevators, restrooms, and service-animal access",context/Université_de_l_Ontario_français.txt,,
Université de l’Ontario français,format_audio,Audio format materials,Course materials in audio form.,"Academic supports including alternative formats, exam accommodations, assistive technologies | Alternate formats and assistive technologies provided as needed | Email communications@uontario.ca for document information.",context/Université_de_l_Ontario_français.txt,,
Université de l’Ontario français,format_braille,Braille materials,Course materials produced in Braille.,(nothing lexically related -- check the context file),context/Université_de_l_Ontario_français.txt,,
Université de l’Ontario français,format_large_print,Large print materials,Enlarged-text versions of course materials.,(nothing lexically related -- check the context file),context/Université_de_l_Ontario_français.txt,,
Université de l’Ontario français,intake_meeting,Intake meeting required to register,Registration requires an appointment or intake interview.,"Eligible Course Load: Your registration must meet the minimum requirements for either full-time or part-time OSAP. | Academic supports including alternative formats, exam accommodations, assistive technologies | Alternate formats and assistive technologies provided as needed",context/Université_de_l_Ontario_français.txt,,
Université de l’Ontario français,note_taking,Note-taking support,"Peer or professional note-takers, or provided lecture notes.",(nothing lexically related -- check the context file),context/Université_de_l_Ontario_français.txt,,
Université de l’Ontario français,per_term_renewal,Per-term reactivation required,Accommodations must be renewed or activated each term.,"Lifetime Funding Limit: You must not have exceeded the lifetime limit of student loan funding (typically 340 weeks for most students, 400 weeks for doctoral studies, or up to 520 weeks for students with a permanent disability). | Citizenship/Status: You must be a Canadian citizen, Permanent Resident of Canada, or a Protected Person. International students are not eligible for OSAP. | Supports students with permanent or temporary disabilities",context/Université_de_l_Ontario_français.txt,,
Université de l’Ontario français,screen_reader,Screen readers,Screen reading software named specifically.,(nothing lexically related -- check the context file),context/Université_de_l_Ontario_français.txt,,
Western University (Affiliated University Colleges),confidentiality,Confidentiality / no diagnosis disclosure,Diagnosis need not be disclosed to instructors; service is confidential.,Confidential coordination with faculty to implement accommodations | Protected Person (Protected Person Status Document is required) | Course Load Requirements,context/Western_University_Affiliated_University_Colleges.txt,,
Western University (Affiliated University Colleges),speech_to_text,Speech-to-text / dictation,Voice recognition or dictation tools.,"Assistive technology support: software tools (e.g., speech-to-text)",context/Western_University_Affiliated_University_Colleges.txt,,
Western University (Main Campus),accessible_buildings,Physically accessible buildings,"The institution states that campus buildings or facilities are physically accessible -- either as a general claim ('accessible buildings/entrances/classrooms') or by naming features (ramps, elevators, automatic doors, accessible washrooms). Does NOT include wayfinding or navigation help that makes no claim about physical accessibility.","Accessible campus features: parking, ramps, and buildings | Mobility impairments: wheelchair or scooter users, difficulty walking/climbing stairs, temporary injuries | Meet with your Accessible Education Facilitator to discuss your eligibility for accommodations during your Western career.",context/Western_University_Main_Campus.txt,,
Western University (Main Campus),confidentiality,Confidentiality / no diagnosis disclosure,Diagnosis need not be disclosed to instructors; service is confidential.,Confidential coordination with faculty to implement accommodations | Protected Person (Protected Person Status Document is required) | Course Load Requirements,context/Western_University_Main_Campus.txt,,
Western University (Main Campus),counselling_group,Group counselling or workshops,"Group therapy, support groups or wellbeing workshops.",Group/Individual Workshops | Brief individual therapy | Single session counselling,context/Western_University_Main_Campus.txt,,
Western University (Main Campus),intake_meeting,Intake meeting required to register,Registration requires an appointment or intake interview.,After we have reviewed your Primary Documentation for Registration you will be invited to attend an Intake & Onboarding appointment. | Upload documentations on the Online Registration Form. | Complete our online registration form.,context/Western_University_Main_Campus.txt,,
Western University (Main Campus),lecture_recording,Lecture recording,Permission or equipment to record lectures.,"Peer note-taking and lecture recording available | Documentation may take the form of a detailed letter from an appropriate health care practitioner (e.g. Audiologist, Otolaryngologist (ENT) or family doctor) that outlines the functional impacts of your disability and your accommodation needs. | Accessible formats: audio, Braille, large print, PDFs",context/Western_University_Main_Campus.txt,,
Western University (Main Campus),reduced_course_load,Reduced course load,Studying fewer courses per term while keeping full-time status or funding.,All full-time graduate students are assessed for OSAP based on a 100% course load. Part-time students are considered to be registered in a 50% course load. Only graduate students who self-identify as having a permanent disability are eligible for full-time OSAP at this course load. | Undergraduate students who have a permanent disability are eligible if enrolled in at least 40% of a full-time course load per term (the equivalent of at least two half courses per term) | Undergraduate students must be fully-registered student in at least 60% of a full-time course load per term (the equivalent of at least three half courses per term),context/Western_University_Main_Campus.txt,,
Wilfrid Laurier University,note_taking,Note-taking support,"Peer or professional note-takers, or provided lecture notes.",Note-taking support from peer volunteers,context/Wilfrid_Laurier_University.txt,,
Wilfrid Laurier University,personalized_plan,Personalised accommodation plan,An individualised plan agreed with an advisor.,"One-on-one accommodation planning with advisors | Registration and Documentation - (Review Disability Documentation Requirements - If applicable, review Interim Accommodations, UW Double Degree, or Service Animals. - Complete the Accessible Learning Registration Form - Submit your documentation. - Promptly respond to messages from Accessible Learning in your myLaurier inbox about next steps.) | If applicable, review Interim Accommodations, UW Double Degree, or Service Animals.",context/Wilfrid_Laurier_University.txt,,
York University (Glendon),accessible_housing,Accessible housing / residence,"The institution provides, reserves, or assists students in obtaining accessible or adapted residence. Any of provision, priority allocation, or help arranging it counts. Does NOT include mentions of housing that make no reference to accessibility.","Support: accessible buildings and classrooms, seating accommodations, mobility on campus, photocopy assistance for those with limited mobility . | Support: temporary exam adjustments, classroom seating changes, provision of mobility aids and note-taking resources."""""" | Support: temporary exam adjustments, classroom seating changes, provision of mobility aids and note-taking resources.""""",context/York_University_Glendon.txt,,
York University (Glendon),bursaries_scholarships,Disability bursaries or scholarships,"Institution-specific bursaries, awards or scholarships for disabled students.","The Roy I. Wolfe Scholarship, The Sheldon Levy Award | University Women’s Club of North York Award for Female Students with Disabilities | Jaswant Singh Randhawa Memorial Dis/Ability Award",context/York_University_Glendon.txt,,
York University (Glendon),exam_breaks,Breaks during exams,Scheduled or as-needed rest breaks during an assessment.,"Support: flexible deadlines, attendance and exam modifications, rest breaks, accommodation plans tailored to health-related barriers . | Extra time, breaks, and private rooms for exams",context/York_University_Glendon.txt,,
York University (Glendon),format_accessible_digital,Accessible digital formats,"Screen-reader-compatible PDFs, e-text and other digital alternates.","Alternate formats: Braille, large print, audio, accessible PDFs | Alternate formats: audio, large print, accessible PDFs | Support: adaptive technology like screen readers and magnifiers (e.g., JAWS, Kurzweil 3000), alternative-format documents (large-print, digital), orientation aids .",context/York_University_Glendon.txt,,
York University (Glendon),interim_without_documentation,Interim accommodation without full documentation,Temporary support available before or without formal diagnosis paperwork.,"Temporary and interim accommodations for undiagnosed issues | have Ontario residency, that is, have lived in Ontario for at least 12 consecutive months without attending full-time postsecondary school. | Support: temporary exam adjustments, classroom seating changes, provision of mobility aids and note-taking resources.""""""",context/York_University_Glendon.txt,,
York University (Glendon),reduced_course_load,Reduced course load,Studying fewer courses per term while keeping full-time status or funding.,"Examples: partial hearing loss, deafness. | Upload an electronic copy of your documentation to our online Registration Questionnaire. Once completed, you will receive a confirmation email acknowledging your submission. | Upload an electronic copy of documentation to the online Registration Questionnaire.",context/York_University_Glendon.txt,,
York University (Glendon),speech_to_text,Speech-to-text / dictation,Voice recognition or dictation tools.,(nothing lexically related -- check the context file),context/York_University_Glendon.txt,,
York University (Keele),confidentiality,Confidentiality / no diagnosis disclosure,Diagnosis need not be disclosed to instructors; service is confidential.,"Help for students without a formal diagnosis | have Ontario residency, that is, have lived in Ontario for at least 12 consecutive months without attending full-time postsecondary school. | Collect required documentation.",context/York_University_Keele.txt,,
York University (Keele),counselling_group,Group counselling or workshops,"Group therapy, support groups or wellbeing workshops.",Group counselling | One-on-one support from accessibility counsellors | In-person counselling,context/York_University_Keele.txt,,
York University (Keele),personalized_plan,Personalised accommodation plan,An individualised plan agreed with an advisor.,"Personalized accommodation plans each term | Support: flexible deadlines, attendance and exam modifications, rest breaks, accommodation plans tailored to health-related barriers . | Support: accessible buildings and classrooms, seating accommodations, mobility on campus, photocopy assistance for those with limited mobility .",context/York_University_Keele.txt,,
York University (Keele),realtime_captioning,Real-time captioning,Live captioning or CART transcription of spoken content.,"Support: captioning services, FM systems, assistive audio devices, note-taking support. | have Ontario residency, that is, have lived in Ontario for at least 12 consecutive months without attending full-time postsecondary school. | register in full-time studies for the session",context/York_University_Keele.txt,,
York University (Markham),asl_interpretation,ASL / sign language interpretation,Sign language interpreters for classes or meetings.,ASL interpreting on request,context/York_University_Markham.txt,,
York University (Markham),exam_private_room,Private or quiet exam room,"Writing in a separate, private, individual or reduced-distraction space.","Quiet, private testing spaces | Support: accessible buildings and classrooms, seating accommodations, mobility on campus, photocopy assistance for those with limited mobility . | Support: temporary exam adjustments, classroom seating changes, provision of mobility aids and note-taking resources.""""""""""""""",context/York_University_Markham.txt,,
York University (Markham),peer_support,Peer support or mentorship programme,Student-to-student mentoring or peer support programme.,"Orientation programs and peer mentoring | Support: adaptive technology like screen readers and magnifiers (e.g., JAWS, Kurzweil 3000), alternative-format documents (large-print, digital), orientation aids . | Support: accessible buildings and classrooms, seating accommodations, mobility on campus, photocopy assistance for those with limited mobility .",context/York_University_Markham.txt,,
York University (Markham),screen_reader,Screen readers,Screen reading software named specifically.,"Support: adaptive technology like screen readers and magnifiers (e.g., JAWS, Kurzweil 3000), alternative-format documents (large-print, digital), orientation aids .",context/York_University_Markham.txt,,
